Year,Month,Day,Hour,Temperature,Precipitation,Snowfall
2010,1,10,22,24.37,0,0
2010,1,10,23,24.33,0,0
2010,1,11,0,24.28,0,0
2010,1,11,1,23.99,0,0
2010,1,11,2,23.7,0,0
2010,1,11,3,22.87,0,0
2010,1,11,4,21.69,0,0
2010,1,11,5,22.32,0,0
2010,1,11,6,19.87,0,0
2010,1,11,7,19.94,0,0
2010,1,11,8,19.38,0,0
2010,1,11,9,18.07,0,0
2010,1,11,10,18.91,0,0
2010,1,11,11,21.34,0,0
2010,1,11,12,24.42,0,0
2010,1,11,13,26.46,0,0
2010,1,11,14,28.26,0,0
2010,1,11,15,29.08,0,0
2010,1,11,16,29.08,0,0
2010,1,11,17,28.87,0,0
2010,1,11,18,28.51,0,0
2010,1,11,19,28.27,0,0
2010,1,11,20,27.68,0,0
2010,1,11,21,27.81,0,0
2010,1,11,22,27.72,0,0
2010,1,11,23,27.68,0,0
2010,1,12,0,27.72,0,0
2010,1,12,1,27.23,0,0
2010,1,12,2,27.07,0,0
2010,1,12,3,26.78,0,0
2010,1,12,4,26.67,0,0
2010,1,12,5,26.64,0,0
2010,1,12,6,25.65,0,0
2010,1,12,7,23.54,0,0
2010,1,12,8,23.47,0,0
2010,1,12,9,23.4,0,0
2010,1,12,10,23.58,0,0
2010,1,12,11,25.5,0,0
2010,1,12,12,27.48,0,0
2010,1,12,13,31.08,0,0
2010,1,12,14,32.95,0,0
2010,1,12,15,34.09,0,0
2010,1,12,16,34.47,0,0
2010,1,12,17,34.12,0,0
2010,1,12,18,31.73,0,0
2010,1,12,19,28.99,0,0
2010,1,12,20,27.32,0,0
2010,1,12,21,27.3,0,0
2010,1,12,22,29.37,0,0
2010,1,12,23,29.53,0,0
2010,1,13,0,29.37,0,0
2010,1,13,1,29.89,0,0
2010,1,13,2,30.9,0,0
2010,1,13,3,31.53,0,0
2010,1,13,4,31.69,0,0
2010,1,13,5,32.14,0,0
2010,1,13,6,29.75,0.3,0
2010,1,13,7,31.33,0,0.28
2010,1,13,8,30.85,0,0.21
2010,1,13,9,31.75,0,0
2010,1,13,10,32.72,0.1,0
2010,1,13,11,33.71,0.4,0
2010,1,13,12,33.94,0.3,0
2010,1,13,13,35.29,0.2,0
2010,1,13,14,35.87,0.2,0
2010,1,13,15,36.72,0.2,0
2010,1,13,16,37.51,0.1,0
2010,1,13,17,38.86,0.1,0
2010,1,13,18,39.7,0,0
2010,1,13,19,38.77,0,0
2010,1,13,20,37.83,0,0
2010,1,13,21,38.03,0,0
2010,1,13,22,37.92,0,0
2010,1,13,23,38.46,0,0
2010,1,14,0,39.04,0,0
2010,1,14,1,39.72,0,0
2010,1,14,2,38.32,0,0
2010,1,14,3,36.05,0,0
2010,1,14,4,35.22,0,0
2010,1,14,5,34.11,0,0
2010,1,14,6,32.04,0,0
2010,1,14,7,31.68,0,0
2010,1,14,8,32.63,0,0
2010,1,14,9,31.78,0,0
2010,1,14,10,32.61,0,0
2010,1,14,11,35.04,0,0
2010,1,14,12,36.75,0,0
2010,1,14,13,39.94,0,0
2010,1,14,14,40.39,0,0
2010,1,14,15,30.78,0,0
2010,1,14,16,34.79,0,0
2010,1,14,17,36.93,0,0
2010,1,14,18,35.83,0,0
2010,1,14,19,34.48,0,0
2010,1,14,20,33.62,0,0
2010,1,14,21,32.88,0,0
2010,1,14,22,33.06,0,0
2010,1,14,23,33.03,0,0
2010,1,15,0,32.63,0,0
2010,1,15,1,32.31,0,0
2010,1,15,2,31.91,0,0
2010,1,15,3,32,0,0
2010,1,15,4,31.44,0,0
2010,1,15,5,31.01,0,0
2010,1,15,6,29.91,0,0
2010,1,15,7,30.04,0,0
2010,1,15,8,30.06,0,0
2010,1,15,9,30.04,0,0
2010,1,15,10,31.12,0,0
2010,1,15,11,34.25,0,0
2010,1,15,12,38.62,0,0
2010,1,15,13,41.88,0,0
2010,1,15,14,39.29,0,0
2010,1,15,15,39.81,0,0
2010,1,15,16,41.67,0,0
2010,1,15,17,41.5,0,0
2010,1,15,18,39.29,0,0
2010,1,15,19,37.45,0,0
2010,1,15,20,36.59,0,0
2010,1,15,21,36.12,0,0
2010,1,15,22,36.09,0,0
2010,1,15,23,35.38,0,0
2010,1,16,0,32.49,0,0
2010,1,16,1,33.17,0,0
2010,1,16,2,33.6,0,0
2010,1,16,3,33.15,0,0
2010,1,16,4,32.52,0,0
2010,1,16,5,31.55,0,0
2010,1,16,6,27.34,0,0
2010,1,16,7,28.13,0,0
2010,1,16,8,28.76,0,0
2010,1,16,9,28.36,0,0
2010,1,16,10,29.86,0,0
2010,1,16,11,31.89,0,0
2010,1,16,12,34.86,0,0
2010,1,16,13,38.44,0,0
2010,1,16,14,41.58,0,0
2010,1,16,15,42.94,0,0
2010,1,16,16,43.72,0,0
2010,1,16,17,43.79,0,0
2010,1,16,18,43.36,0,0
2010,1,16,19,42.73,0,0
2010,1,16,20,41.45,0,0
2010,1,16,21,43,0,0
2010,1,16,22,44.56,0,0
2010,1,16,23,43.27,1,0
2010,1,17,0,43.25,0.9,0
2010,1,17,1,43.95,0.8,0
2010,1,17,2,45.09,0.6,0
2010,1,17,3,45.48,0,0
2010,1,17,4,45.12,0,0
2010,1,17,5,44.71,0.1,0
2010,1,17,6,43.43,0.6,0
2010,1,17,7,44.73,0.2,0
2010,1,17,8,45.64,0.1,0
2010,1,17,9,44.64,0,0
2010,1,17,10,44.47,0,0
2010,1,17,11,44.56,0,0
2010,1,17,12,44.08,0,0
2010,1,17,13,44.71,0,0
2010,1,17,14,44.47,0.3,0
2010,1,17,15,44.04,0.4,0
2010,1,17,16,43.81,0.3,0
2010,1,17,17,43.92,0,0
2010,1,17,18,42.69,0,0
2010,1,17,19,41.79,0,0
2010,1,17,20,41.49,0,0
2010,1,17,21,39.49,0,0
2010,1,17,22,38.21,0,0
2010,1,17,23,37.92,0,0
2010,1,18,0,37.96,0,0
2010,1,18,1,38.39,0,0
2010,1,18,2,39.51,0,0
2010,1,18,3,39.99,0,0
2010,1,18,4,40.14,0,0
2010,1,18,5,40.17,0,0
2010,1,18,6,39.4,0,0
2010,1,18,7,39.25,0,0
2010,1,18,8,38.5,0,0
2010,1,18,9,38.8,0,0
2010,1,18,10,39.22,0,0
2010,1,18,11,39.72,0,0
2010,1,18,12,39.11,0,0
2010,1,18,13,38.7,0,0
2010,1,18,14,40.75,0,0
2010,1,18,15,43.16,0,0
2010,1,18,16,43.41,0,0
2010,1,18,17,43.07,0,0
2010,1,18,18,42.24,0,0
2010,1,18,19,41.54,0,0
2010,1,18,20,40.98,0,0
2010,1,18,21,40.91,0,0
2010,1,18,22,40.75,0,0
2010,1,18,23,40.19,0,0
2010,1,19,0,39.72,0,0
2010,1,19,1,39.18,0,0
2010,1,19,2,38.12,0,0
2010,1,19,3,37.49,0,0
2010,1,19,4,37.13,0,0
2010,1,19,5,36.14,0,0
2010,1,19,6,31.68,0,0
2010,1,19,7,30.65,0,0
2010,1,19,8,30.33,0,0
2010,1,19,9,29.55,0,0
2010,1,19,10,30.16,0,0
2010,1,19,11,33.03,0,0
2010,1,19,12,35.56,0,0
2010,1,19,13,37.83,0,0
2010,1,19,14,40.21,0,0
2010,1,19,15,41.9,0,0
2010,1,19,16,41.31,0,0
2010,1,19,17,38.7,0,0
2010,1,19,18,36.84,0,0
2010,1,19,19,35.65,0,0
2010,1,19,20,34.75,0,0
2010,1,19,21,34.16,0,0
2010,1,19,22,33.71,0,0
2010,1,19,23,33.21,0,0
2010,1,20,0,32.67,0,0
2010,1,20,1,32.05,0,0
2010,1,20,2,33.85,0,0
2010,1,20,3,32.49,0,0
2010,1,20,4,31.62,0,0
2010,1,20,5,31.73,0,0
2010,1,20,6,27.3,0,0
2010,1,20,7,26.83,0,0
2010,1,20,8,26.4,0,0
2010,1,20,9,26.11,0,0
2010,1,20,10,27.36,0,0
2010,1,20,11,30.9,0,0
2010,1,20,12,34.18,0,0
2010,1,20,13,37.67,0,0
2010,1,20,14,40.33,0,0
2010,1,20,15,42.49,0,0
2010,1,20,16,43.54,0,0
2010,1,20,17,43.48,0,0
2010,1,20,18,42.35,0,0
2010,1,20,19,40.39,0,0
2010,1,20,20,39.96,0,0
2010,1,20,21,39.11,0,0
2010,1,20,22,38.71,0.5,0
2010,1,20,23,39.94,0.9,0
2010,1,21,0,40.69,1,0
2010,1,21,1,40.64,0.9,0
2010,1,21,2,41.67,0.4,0
2010,1,21,3,41.14,0.1,0
2010,1,21,4,40.75,0,0
2010,1,21,5,39.38,0,0
2010,1,21,6,38.1,0,0
2010,1,21,7,37.31,0,0
2010,1,21,8,36.21,0,0
2010,1,21,9,33.21,0,0
2010,1,21,10,33.08,0,0
2010,1,21,11,36.55,0,0
2010,1,21,12,41.41,0,0
2010,1,21,13,42.69,0,0
2010,1,21,14,43.38,0,0
2010,1,21,15,42.51,0,0
2010,1,21,16,42.21,0,0
2010,1,21,17,41.02,0,0
2010,1,21,18,40.28,0,0
2010,1,21,19,39.94,0,0
2010,1,21,20,39.69,0,0
2010,1,21,21,39.42,0,0
2010,1,21,22,38.97,0,0
2010,1,21,23,38.39,0,0
2010,1,22,0,37.83,0,0
2010,1,22,1,37.58,0,0
2010,1,22,2,37.2,0,0
2010,1,22,3,37.18,0,0
2010,1,22,4,37.24,0,0
2010,1,22,5,36.36,0,0
2010,1,22,6,32.32,0,0
2010,1,22,7,31.24,0,0
2010,1,22,8,31.21,0,0
2010,1,22,9,31.26,0,0
2010,1,22,10,31.26,0,0
2010,1,22,11,33.44,0,0
2010,1,22,12,36.66,0,0
2010,1,22,13,38.88,0,0
2010,1,22,14,40.46,0,0
2010,1,22,15,41.7,0,0
2010,1,22,16,42.55,0,0
2010,1,22,17,41.65,0,0
2010,1,22,18,39.34,0,0
2010,1,22,19,37.74,0,0
2010,1,22,20,36.55,0,0
2010,1,22,21,35.24,0,0
2010,1,22,22,34.27,0,0
2010,1,22,23,33.51,0,0
2010,1,23,0,32.59,0,0
2010,1,23,1,31.1,0,0
2010,1,23,2,30.25,0,0
2010,1,23,3,29.57,0,0
2010,1,23,4,28.42,0,0
2010,1,23,5,28.71,0,0
2010,1,23,6,27.88,0,0
2010,1,23,7,27.41,0,0
2010,1,23,8,27.12,0,0
2010,1,23,9,27.12,0,0
2010,1,23,10,28.24,0,0
2010,1,23,11,30.22,0,0
2010,1,23,12,33.03,0,0
2010,1,23,13,36.27,0,0
2010,1,23,14,39.29,0,0
2010,1,23,15,41.77,0,0
2010,1,23,16,43.18,0,0
2010,1,23,17,43.52,0,0
2010,1,23,18,42.01,0,0
2010,1,23,19,39.51,0,0
2010,1,23,20,37.35,0,0
2010,1,23,21,35.94,0,0
2010,1,23,22,34.9,0,0
2010,1,23,23,34.18,0,0
2010,1,24,0,33.8,0,0
2010,1,24,1,33.71,0,0
2010,1,24,2,34.79,0,0
2010,1,24,3,35.85,0,0
2010,1,24,4,36.09,0,0
2010,1,24,5,36.09,0,0
2010,1,24,6,31.23,0,0
2010,1,24,7,31.57,0,0
2010,1,24,8,31.75,0,0
2010,1,24,9,31.96,0,0
2010,1,24,10,33.51,0,0
2010,1,24,11,36.37,0,0
2010,1,24,12,38.91,0,0
2010,1,24,13,40.42,0,0
2010,1,24,14,42.89,0,0
2010,1,24,15,44.69,0,0
2010,1,24,16,45.05,0,0
2010,1,24,17,44.38,0.2,0
2010,1,24,18,42.8,0.4,0
2010,1,24,19,41.22,0.4,0
2010,1,24,20,40.48,0.2,0
2010,1,24,21,40.12,0,0
2010,1,24,22,39.99,0,0
2010,1,24,23,40.01,0,0
2010,1,25,0,39.94,0,0
2010,1,25,1,40.03,0.1,0
2010,1,25,2,40.41,0,0
2010,1,25,3,40.46,0,0
2010,1,25,4,40.12,0.2,0
2010,1,25,5,37.38,0.3,0
2010,1,25,6,36.07,0.5,0
2010,1,25,7,35.11,0.6,0.14
2010,1,25,8,34.38,0.6,0.21
2010,1,25,9,34.09,0.5,0.21
2010,1,25,10,34.65,0.2,0.14
2010,1,25,11,35.69,0,0
2010,1,25,12,37.11,0,0
2010,1,25,13,38.41,0,0
2010,1,25,14,38.7,0,0
2010,1,25,15,39.49,0,0
2010,1,25,16,38.82,0,0
2010,1,25,17,38.41,0,0
2010,1,25,18,38.08,0,0
2010,1,25,19,36.32,0,0
2010,1,25,20,34.68,0,0
2010,1,25,21,33.51,0,0
2010,1,25,22,32.41,0,0
2010,1,25,23,31.8,0,0
2010,1,26,0,31.51,0,0
2010,1,26,1,31.26,0,0
2010,1,26,2,31.01,0,0
2010,1,26,3,30.85,0,0
2010,1,26,4,29.35,0,0
2010,1,26,5,27.9,0,0
2010,1,26,6,29.37,0,0
2010,1,26,7,29.82,0,0
2010,1,26,8,29.86,0.1,0
2010,1,26,9,29.75,0.3,0.14
2010,1,26,10,30.52,0.2,0.42
2010,1,26,11,32.05,0.1,0.14
2010,1,26,12,33.1,0,0.07
2010,1,26,13,33.42,0,0
2010,1,26,14,33.91,0,0
2010,1,26,15,33.71,0,0
2010,1,26,16,33.62,0,0.28
2010,1,26,17,35.67,0,0
2010,1,26,18,34.75,0,0
2010,1,26,19,33.75,0,0
2010,1,26,20,30.81,0,0
2010,1,26,21,30.09,0,0
2010,1,26,22,29.16,0,0
2010,1,26,23,29.25,0,0
2010,1,27,0,27.57,0,0
2010,1,27,1,26.91,0,0
2010,1,27,2,26.06,0,0
2010,1,27,3,25.47,0,0
2010,1,27,4,25.05,0,0
2010,1,27,5,24.46,0,0
2010,1,27,6,24.87,0,0
2010,1,27,7,24.33,0,0
2010,1,27,8,23.85,0,0
2010,1,27,9,22.73,0,0
2010,1,27,10,23.41,0,0
2010,1,27,11,25.88,0,0
2010,1,27,12,30.16,0,0
2010,1,27,13,32.67,0,0
2010,1,27,14,33.62,0,0
2010,1,27,15,31.95,0,0
2010,1,27,16,33.28,0,0
2010,1,27,17,33.94,0,0
2010,1,27,18,32.5,0,0
2010,1,27,19,31.46,0,0
2010,1,27,20,31.24,0,0
2010,1,27,21,31.48,0,0
2010,1,27,22,31.57,0,0
2010,1,27,23,32.16,0,0
2010,1,28,0,31.93,0,0
2010,1,28,1,32.49,0,0
2010,1,28,2,32.56,0,0
2010,1,28,3,32.79,0,0
2010,1,28,4,32.61,0,0
2010,1,28,5,31.77,0,0
2010,1,28,6,30.69,0,0
2010,1,28,7,30.81,0,0
2010,1,28,8,28.47,0,0
2010,1,28,9,28.94,0.2,0
2010,1,28,10,29.53,0.4,0.07
2010,1,28,11,29.88,0.5,0.07
2010,1,28,12,30.54,0.2,0
2010,1,28,13,31.73,0.1,0
2010,1,28,14,32.02,0,0
2010,1,28,15,33.35,0,0
2010,1,28,16,34.18,0,0
2010,1,28,17,34.9,0,0
2010,1,28,18,34.77,0,0
2010,1,28,19,33.21,0,0
2010,1,28,20,33.46,0,0
2010,1,28,21,33.08,0,0
2010,1,28,22,34.65,0,0
2010,1,28,23,34.45,0,0.35
2010,1,29,0,34.29,0.2,0
2010,1,29,1,33.8,0.1,0
2010,1,29,2,33.91,0,0
2010,1,29,3,34.2,0,0
2010,1,29,4,34.36,0,0
2010,1,29,5,34.86,0,0
2010,1,29,6,33.42,0,0
2010,1,29,7,33.19,0,0
2010,1,29,8,34.2,0,0
2010,1,29,9,34.61,0,0
2010,1,29,10,35.2,0,0
2010,1,29,11,36.5,0,0
2010,1,29,12,37.83,0,0
2010,1,29,13,37.98,0,0
2010,1,29,14,38.19,0,0
2010,1,29,15,38.66,0,0
2010,1,29,16,40.24,0,0
2010,1,29,17,38.59,0,0
2010,1,29,18,36.9,0,0
2010,1,29,19,36.7,0,0
2010,1,29,20,37.2,0,0
2010,1,29,21,37.81,0,0
2010,1,29,22,37.72,0.1,0
2010,1,29,23,37.89,0.4,0
2010,1,30,0,35.01,0.9,0.21
2010,1,30,1,32.4,0.9,0.84
2010,1,30,2,32.45,0.6,0.35
2010,1,30,3,33.35,0.1,0
2010,1,30,4,32.58,0,0
2010,1,30,5,30.65,0,0.07
2010,1,30,6,32.56,0.1,0
2010,1,30,7,30.33,0.2,0
2010,1,30,8,30.54,0,0
2010,1,30,9,29.43,0,0
2010,1,30,10,29.52,0,0
2010,1,30,11,31.28,0,0
2010,1,30,12,32.65,0,0
2010,1,30,13,33.19,0,0
2010,1,30,14,33.57,0,0
2010,1,30,15,33.21,0,0
2010,1,30,16,32.56,0.1,0
2010,1,30,17,32.43,0,0
2010,1,30,18,30.9,0,0
2010,1,30,19,29.71,0,0
2010,1,30,20,29.8,0,0
2010,1,30,21,27.39,0,0
2010,1,30,22,26.73,0,0
2010,1,30,23,26.51,0,0
2010,1,31,0,27.95,0,0.07
2010,1,31,1,27.88,0.2,0
2010,1,31,2,24.17,0,0
2010,1,31,3,23.68,0,0
2010,1,31,4,22.48,0,0
2010,1,31,5,22.73,0,0
2010,1,31,6,25,0,0
2010,1,31,7,24.39,0,0
2010,1,31,8,24.75,0,0
2010,1,31,9,25.32,0,0
2010,1,31,10,25.77,0,0
2010,1,31,11,27.1,1.1,0.21
2010,1,31,12,30.7,1.2,0
2010,1,31,13,33.17,0.6,0
2010,1,31,14,34.56,0,0
2010,1,31,15,34.63,0,0
2010,1,31,16,34.45,0,0
2010,1,31,17,33.73,0,0
2010,1,31,18,33.04,0,0
2010,1,31,19,31.75,0,0
2010,1,31,20,30.07,0,0
2010,1,31,21,27.91,0,0
2010,1,31,22,26.42,0,0
2010,1,31,23,25.59,0,0
2010,2,1,0,25.05,0,0
2010,2,1,1,24.06,0,0
2010,2,1,2,23.45,0,0
2010,2,1,3,23.27,0,0
2010,2,1,4,22.98,0,0
2010,2,1,5,22.71,0,0
2010,2,1,6,24.67,0,0
2010,2,1,7,24.1,0,0
2010,2,1,8,23.2,0,0
2010,2,1,9,22.48,0,0
2010,2,1,10,24.82,0,0
2010,2,1,11,29.41,0,0
2010,2,1,12,32,0,0
2010,2,1,13,33.73,0,0
2010,2,1,14,35.08,0,0
2010,2,1,15,36.37,0,0
2010,2,1,16,33.04,0.1,0.42
2010,2,1,17,34.09,0,0
2010,2,1,18,31.95,0.1,0.21
2010,2,1,19,31.69,0.6,0.49
2010,2,1,20,30.74,0,0
2010,2,1,21,29.32,0,0
2010,2,1,22,29.25,0,0
2010,2,1,23,30.54,0,0
2010,2,2,0,30.22,0,0
2010,2,2,1,29.95,0,0
2010,2,2,2,29.48,0,0
2010,2,2,3,29.23,0,0
2010,2,2,4,29.64,0,0
2010,2,2,5,29.7,0,0
2010,2,2,6,29.3,0,0
2010,2,2,7,28.47,0,0
2010,2,2,8,28.4,0,0
2010,2,2,9,29.43,0,0
2010,2,2,10,31.5,0,0
2010,2,2,11,34.75,0,0
2010,2,2,12,38.19,0,0
2010,2,2,13,39.81,0,0
2010,2,2,14,39.79,0,0
2010,2,2,15,38.61,0,0
2010,2,2,16,38.34,0,0
2010,2,2,17,38.7,0,0
2010,2,2,18,38.64,0,0
2010,2,2,19,37.13,0,0
2010,2,2,20,36.77,0,0
2010,2,2,21,37.42,0,0
2010,2,2,22,37.9,0,0
2010,2,2,23,36.72,0.1,0
2010,2,3,0,36.23,0.4,0
2010,2,3,1,37.42,0.3,0
2010,2,3,2,38.34,0.4,0
2010,2,3,3,37.62,0.5,0
2010,2,3,4,37.26,1.1,0
2010,2,3,5,38.32,1.2,0
2010,2,3,6,39.96,0.1,0
2010,2,3,7,40.01,0.4,0
2010,2,3,8,39.43,1,0
2010,2,3,9,39.43,0.9,0
